Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
TestSuite-CreateMaterialRequisition,Chrome 60.0.3112.113,,2017-09-26 18:58:21,2017-09-26 18:59:52,1m - 30.730s,FAILED
,,,,,,
Test Cases/Login,Chrome 60.0.3112.113,,2017-09-26 18:58:21,2017-09-26 18:58:30,8.417s,PASSED
openBrowser,Chrome 60.0.3112.113,,2017-09-26 18:58:22,2017-09-26 18:58:24,2.742s,PASSED
maximizeWindow,Chrome 60.0.3112.113,,2017-09-26 18:58:24,2017-09-26 18:58:26,1.172s,PASSED
navigateToUrl,Chrome 60.0.3112.113,,2017-09-26 18:58:26,2017-09-26 18:58:29,3.618s,PASSED
setText,Chrome 60.0.3112.113,,2017-09-26 18:58:29,2017-09-26 18:58:29,0.229s,PASSED
setText,Chrome 60.0.3112.113,,2017-09-26 18:58:29,2017-09-26 18:58:30,0.115s,PASSED
click,Chrome 60.0.3112.113,,2017-09-26 18:58:30,2017-09-26 18:58:30,0.125s,PASSED
,,,,,,
Test Cases/SelectRole,Chrome 60.0.3112.113,,2017-09-26 18:58:30,2017-09-26 18:58:35,5.561s,PASSED
delay,Chrome 60.0.3112.113,,2017-09-26 18:58:30,2017-09-26 18:58:35,5.017s,PASSED
click,Chrome 60.0.3112.113,,2017-09-26 18:58:35,2017-09-26 18:58:35,0.139s,PASSED
click,Chrome 60.0.3112.113,,2017-09-26 18:58:35,2017-09-26 18:58:35,0.099s,PASSED
click,Chrome 60.0.3112.113,,2017-09-26 18:58:35,2017-09-26 18:58:35,0.115s,PASSED
,,,,,,
Test Cases/CreateMaterialRequisition,Chrome 60.0.3112.113,,2017-09-26 18:58:35,2017-09-26 18:59:51,1m - 15.173s,FAILED
delay,Chrome 60.0.3112.113,Delay 1 second,2017-09-26 18:58:36,2017-09-26 18:58:46,10.005s,PASSED
mouseOver,Chrome 60.0.3112.113,Mouse Hover On Requisition Menu,2017-09-26 18:58:46,2017-09-26 18:58:46,0.093s,PASSED
delay,Chrome 60.0.3112.113,,2017-09-26 18:58:46,2017-09-26 18:58:48,2.003s,PASSED
mouseOver,Chrome 60.0.3112.113,Mouse Hover On Create Requisition Sub Menu,2017-09-26 18:58:48,2017-09-26 18:58:48,0.081s,PASSED
delay,Chrome 60.0.3112.113,,2017-09-26 18:58:48,2017-09-26 18:58:50,2.003s,PASSED
mouseOver,Chrome 60.0.3112.113,Mouse Hover On Create Material Requisition Sub Sub-Menu,2017-09-26 18:58:50,2017-09-26 18:58:50,0.072s,PASSED
delay,Chrome 60.0.3112.113,,2017-09-26 18:58:50,2017-09-26 18:58:52,2.001s,PASSED
click,Chrome 60.0.3112.113,Click On Create Material Requisition,2017-09-26 18:58:52,2017-09-26 18:58:52,0.111s,PASSED
waitForPageLoad,Chrome 60.0.3112.113,,2017-09-26 18:58:52,2017-09-26 18:58:52,0.035s,PASSED
click,Chrome 60.0.3112.113,,2017-09-26 18:58:52,2017-09-26 18:58:54,2.252s,PASSED
setText,Chrome 60.0.3112.113,,2017-09-26 18:58:54,2017-09-26 18:58:55,0.305s,PASSED
click,Chrome 60.0.3112.113,,2017-09-26 18:58:55,2017-09-26 18:58:55,0.096s,PASSED
