Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
SelectRole,Chrome 60.0.3112.113,,2017-09-16 14:46:48,2017-09-16 14:47:30,42.133s,FAILED
,,,,,,
Test Cases/Login,Chrome 60.0.3112.113,,2017-09-16 14:46:48,2017-09-16 14:46:57,8.659s,PASSED
openBrowser,Chrome 60.0.3112.113,,2017-09-16 14:46:48,2017-09-16 14:46:52,3.407s,PASSED
maximizeWindow,Chrome 60.0.3112.113,,2017-09-16 14:46:52,2017-09-16 14:46:53,1.174s,PASSED
navigateToUrl,Chrome 60.0.3112.113,,2017-09-16 14:46:53,2017-09-16 14:46:56,3.230s,PASSED
setText,Chrome 60.0.3112.113,,2017-09-16 14:46:56,2017-09-16 14:46:56,0.249s,PASSED
setText,Chrome 60.0.3112.113,,2017-09-16 14:46:56,2017-09-16 14:46:56,0.118s,PASSED
click,Chrome 60.0.3112.113,,2017-09-16 14:46:56,2017-09-16 14:46:57,0.120s,PASSED
,,,,,,
Test Cases/SelectRole,Chrome 60.0.3112.113,,2017-09-16 14:46:57,2017-09-16 14:47:02,5.762s,PASSED
delay,Chrome 60.0.3112.113,,2017-09-16 14:46:57,2017-09-16 14:47:02,5.023s,PASSED
selectOptionByValue,Chrome 60.0.3112.113,,2017-09-16 14:47:02,2017-09-16 14:47:02,0.447s,PASSED
click,Chrome 60.0.3112.113,,2017-09-16 14:47:02,2017-09-16 14:47:02,0.096s,PASSED
,,,,,,
Test Cases/CreateMaterialRequisition,Chrome 60.0.3112.113,,2017-09-16 14:47:02,2017-09-16 14:47:29,26.266s,FAILED
delay,Chrome 60.0.3112.113,,2017-09-16 14:47:03,2017-09-16 14:47:13,10.002s,PASSED
mouseOver,Chrome 60.0.3112.113,,2017-09-16 14:47:13,2017-09-16 14:47:29,16.151s,FAILED
