Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
SelectRole,Chrome 60.0.3112.113,,2017-09-17 15:18:46,2017-09-17 15:20:09,1m - 23.281s,FAILED
,,,,,,
Test Cases/Login,Chrome 60.0.3112.113,,2017-09-17 15:18:46,2017-09-17 15:18:55,8.433s,PASSED
openBrowser,Chrome 60.0.3112.113,,2017-09-17 15:18:47,2017-09-17 15:18:49,2.683s,PASSED
maximizeWindow,Chrome 60.0.3112.113,,2017-09-17 15:18:49,2017-09-17 15:18:50,1.149s,PASSED
navigateToUrl,Chrome 60.0.3112.113,,2017-09-17 15:18:50,2017-09-17 15:18:54,3.631s,PASSED
setText,Chrome 60.0.3112.113,,2017-09-17 15:18:54,2017-09-17 15:18:54,0.239s,PASSED
setText,Chrome 60.0.3112.113,,2017-09-17 15:18:54,2017-09-17 15:18:54,0.152s,PASSED
click,Chrome 60.0.3112.113,,2017-09-17 15:18:54,2017-09-17 15:18:55,0.138s,PASSED
,,,,,,
Test Cases/SelectRole,Chrome 60.0.3112.113,,2017-09-17 15:18:55,2017-09-17 15:19:00,5.572s,PASSED
delay,Chrome 60.0.3112.113,,2017-09-17 15:18:55,2017-09-17 15:19:00,5.027s,PASSED
click,Chrome 60.0.3112.113,,2017-09-17 15:19:00,2017-09-17 15:19:00,0.122s,PASSED
click,Chrome 60.0.3112.113,,2017-09-17 15:19:00,2017-09-17 15:19:00,0.089s,PASSED
click,Chrome 60.0.3112.113,,2017-09-17 15:19:00,2017-09-17 15:19:00,0.148s,PASSED
,,,,,,
Test Cases/CreateMaterialRequisition,Chrome 60.0.3112.113,,2017-09-17 15:19:00,2017-09-17 15:20:08,1m - 7.806s,FAILED
delay,Chrome 60.0.3112.113,,2017-09-17 15:19:00,2017-09-17 15:19:10,10.002s,PASSED
mouseOver,Chrome 60.0.3112.113,,2017-09-17 15:19:10,2017-09-17 15:19:11,0.100s,PASSED
delay,Chrome 60.0.3112.113,,2017-09-17 15:19:11,2017-09-17 15:19:13,2.003s,PASSED
mouseOver,Chrome 60.0.3112.113,,2017-09-17 15:19:13,2017-09-17 15:19:13,0.194s,PASSED
delay,Chrome 60.0.3112.113,,2017-09-17 15:19:13,2017-09-17 15:19:15,2.003s,PASSED
mouseOver,Chrome 60.0.3112.113,,2017-09-17 15:19:15,2017-09-17 15:19:15,0.142s,PASSED
delay,Chrome 60.0.3112.113,,2017-09-17 15:19:15,2017-09-17 15:19:17,2.003s,PASSED
click,Chrome 60.0.3112.113,,2017-09-17 15:19:17,2017-09-17 15:19:17,0.124s,PASSED
waitForPageLoad,Chrome 60.0.3112.113,,2017-09-17 15:19:17,2017-09-17 15:19:17,0.050s,PASSED
click,Chrome 60.0.3112.113,,2017-09-17 15:19:17,2017-09-17 15:19:20,2.742s,PASSED
setText,Chrome 60.0.3112.113,,2017-09-17 15:19:20,2017-09-17 15:19:20,0.428s,PASSED
click,Chrome 60.0.3112.113,,2017-09-17 15:19:20,2017-09-17 15:19:20,0.091s,PASSED
setText,Chrome 60.0.3112.113,,2017-09-17 15:19:20,2017-09-17 15:19:21,0.226s,PASSED
click,Chrome 60.0.3112.113,,2017-09-17 15:19:21,2017-09-17 15:19:22,1.532s,PASSED
click,Chrome 60.0.3112.113,,2017-09-17 15:19:22,2017-09-17 15:19:22,0.135s,PASSED
setText,Chrome 60.0.3112.113,,2017-09-17 15:19:22,2017-09-17 15:19:22,0.242s,PASSED
click,Chrome 60.0.3112.113,,2017-09-17 15:19:22,2017-09-17 15:19:23,0.223s,PASSED
