Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
TestSuite-CreateMaterialRequisition,Chrome 61.0.3163.100,,2017-10-14 00:50:06,2017-10-14 00:52:39,2m - 33.156s,FAILED
,,,,,,
Test Cases/Login,Chrome 61.0.3163.100,,2017-10-14 00:50:07,2017-10-14 00:50:17,10.051s,PASSED
openBrowser,Chrome 61.0.3163.100,,2017-10-14 00:50:07,2017-10-14 00:50:10,2.764s,PASSED
maximizeWindow,Chrome 61.0.3163.100,,2017-10-14 00:50:10,2017-10-14 00:50:11,1.170s,PASSED
navigateToUrl,Chrome 61.0.3163.100,,2017-10-14 00:50:11,2017-10-14 00:50:16,5.000s,PASSED
setText,Chrome 61.0.3163.100,,2017-10-14 00:50:16,2017-10-14 00:50:16,0.274s,PASSED
setText,Chrome 61.0.3163.100,,2017-10-14 00:50:16,2017-10-14 00:50:16,0.158s,PASSED
click,Chrome 61.0.3163.100,,2017-10-14 00:50:16,2017-10-14 00:50:17,0.175s,PASSED
,,,,,,
Test Cases/SelectRole,Chrome 61.0.3163.100,,2017-10-14 00:50:17,2017-10-14 00:51:11,54.248s,PASSED
delay,Chrome 61.0.3163.100,,2017-10-14 00:50:17,2017-10-14 00:50:22,5.031s,PASSED
takeScreenshot,Chrome 61.0.3163.100,,2017-10-14 00:50:22,2017-10-14 00:51:09,47.224s,PASSED
click,Chrome 61.0.3163.100,,2017-10-14 00:51:09,2017-10-14 00:51:10,0.196s,PASSED
click,Chrome 61.0.3163.100,,2017-10-14 00:51:10,2017-10-14 00:51:11,1.228s,PASSED
click,Chrome 61.0.3163.100,,2017-10-14 00:51:11,2017-10-14 00:51:11,0.133s,PASSED
,,,,,,
Test Cases/CreateMaterialRequisition,Chrome 61.0.3163.100,,2017-10-14 00:51:11,2017-10-14 00:52:38,1m - 27.376s,FAILED
delay,Chrome 61.0.3163.100,Delay 1 second,2017-10-14 00:51:11,2017-10-14 00:51:13,2.005s,PASSED
mouseOver,Chrome 61.0.3163.100,Mouse Hover On Requisition Menu,2017-10-14 00:51:13,2017-10-14 00:51:13,0.071s,PASSED
delay,Chrome 61.0.3163.100,,2017-10-14 00:51:13,2017-10-14 00:51:15,2.002s,PASSED
mouseOver,Chrome 61.0.3163.100,Mouse Hover On Create Requisition Sub Menu,2017-10-14 00:51:15,2017-10-14 00:51:15,0.061s,PASSED
delay,Chrome 61.0.3163.100,,2017-10-14 00:51:15,2017-10-14 00:51:17,2.004s,PASSED
mouseOver,Chrome 61.0.3163.100,Mouse Hover On Create Material Requisition Sub Sub-Menu,2017-10-14 00:51:17,2017-10-14 00:51:17,0.062s,PASSED
delay,Chrome 61.0.3163.100,,2017-10-14 00:51:17,2017-10-14 00:51:19,2.003s,PASSED
takeScreenshot,Chrome 61.0.3163.100,,2017-10-14 00:51:19,2017-10-14 00:51:20,0.332s,PASSED
click,Chrome 61.0.3163.100,Click On Create Material Requisition,2017-10-14 00:51:20,2017-10-14 00:51:20,0.085s,PASSED
waitForPageLoad,Chrome 61.0.3163.100,,2017-10-14 00:51:20,2017-10-14 00:51:20,0.055s,PASSED
click,Chrome 61.0.3163.100,,2017-10-14 00:51:20,2017-10-14 00:51:22,1.724s,PASSED
setText,Chrome 61.0.3163.100,Input Material Requisition Name,2017-10-14 00:51:22,2017-10-14 00:51:22,0.478s,PASSED
click,Chrome 61.0.3163.100,,2017-10-14 00:51:22,2017-10-14 00:51:22,0.105s,PASSED
setText,Chrome 61.0.3163.100,Click Material Requisition Request To Field,2017-10-14 00:51:22,2017-10-14 00:51:23,0.392s,PASSED
click,Chrome 61.0.3163.100,Select Material Requisition Request To Field,2017-10-14 00:51:23,2017-10-14 00:51:24,1.142s,PASSED
click,Chrome 61.0.3163.100,,2017-10-14 00:51:24,2017-10-14 00:51:24,0.141s,PASSED
setText,Chrome 61.0.3163.100,Input Receiver Name,2017-10-14 00:51:24,2017-10-14 00:51:24,0.248s,PASSED
click,Chrome 61.0.3163.100,Select Receiver,2017-10-14 00:51:24,2017-10-14 00:51:25,1.138s,PASSED
delay,Chrome 61.0.3163.100,,2017-10-14 00:51:25,2017-10-14 00:51:27,2.003s,PASSED
setText,Chrome 61.0.3163.100,Input orginal Requester,2017-10-14 00:51:27,2017-10-14 00:51:28,0.289s,PASSED
setText,Chrome 61.0.3163.100,Input Phone Number,2017-10-14 00:51:28,2017-10-14 00:51:28,0.279s,PASSED
setText,Chrome 61.0.3163.100,Input Remarks,2017-10-14 00:51:28,2017-10-14 00:51:28,0.350s,PASSED
delay,Chrome 61.0.3163.100,,2017-10-14 00:51:28,2017-10-14 00:51:29,1.003s,PASSED
click,Chrome 61.0.3163.100,Click On Item Details,2017-10-14 00:51:29,2017-10-14 00:51:29,0.219s,PASSED
delay,Chrome 61.0.3163.100,,2017-10-14 00:51:29,2017-10-14 00:51:30,1.002s,PASSED
scrollToElement,Chrome 61.0.3163.100,scroll to web element,2017-10-14 00:51:30,2017-10-14 00:51:31,0.139s,PASSED
click,Chrome 61.0.3163.100,Click CC Filed,2017-10-14 00:51:31,2017-10-14 00:51:31,0.198s,PASSED
waitForAngularLoad,Chrome 61.0.3163.100,,2017-10-14 00:51:31,2017-10-14 00:51:32,1.177s,PASSED
click,Chrome 61.0.3163.100,Select CC Name,2017-10-14 00:51:32,2017-10-14 00:51:32,0.175s,PASSED
delay,Chrome 61.0.3163.100,,2017-10-14 00:51:32,2017-10-14 00:51:33,1.003s,PASSED
click,Chrome 61.0.3163.100,Click OK Button,2017-10-14 00:51:33,2017-10-14 00:51:33,0.149s,PASSED
delay,Chrome 61.0.3163.100,,2017-10-14 00:51:33,2017-10-14 00:51:35,2.006s,PASSED
click,Chrome 61.0.3163.100,Click Item Field,2017-10-14 00:51:35,2017-10-14 00:51:35,0.128s,PASSED
waitForAngularLoad,Chrome 61.0.3163.100,,2017-10-14 00:51:35,2017-10-14 00:51:47,11.759s,PASSED
setText,Chrome 61.0.3163.100,Search Item,2017-10-14 00:51:47,2017-10-14 00:51:47,0.155s,PASSED
delay,Chrome 61.0.3163.100,,2017-10-14 00:51:47,2017-10-14 00:51:49,2.002s,PASSED
click,Chrome 61.0.3163.100,Selet Item,2017-10-14 00:51:49,2017-10-14 00:51:50,0.120s,PASSED
delay,Chrome 61.0.3163.100,,2017-10-14 00:51:50,2017-10-14 00:51:52,2.003s,PASSED
click,Chrome 61.0.3163.100,Click Ok button,2017-10-14 00:51:52,2017-10-14 00:51:52,0.135s,PASSED
waitForAngularLoad,Chrome 61.0.3163.100,,2017-10-14 00:51:52,2017-10-14 00:51:53,1.075s,PASSED
click,Chrome 61.0.3163.100,,2017-10-14 00:51:53,2017-10-14 00:51:53,0.126s,PASSED
delay,Chrome 61.0.3163.100,,2017-10-14 00:51:53,2017-10-14 00:51:54,1.002s,PASSED
click,Chrome 61.0.3163.100,"Select Item Specification \""Spec 2\""",2017-10-14 00:51:54,2017-10-14 00:51:54,0.075s,PASSED
delay,Chrome 61.0.3163.100,,2017-10-14 00:51:54,2017-10-14 00:51:55,1.004s,PASSED
click,Chrome 61.0.3163.100,,2017-10-14 00:51:55,2017-10-14 00:51:55,0.116s,PASSED
delay,Chrome 61.0.3163.100,,2017-10-14 00:51:55,2017-10-14 00:51:56,1.003s,PASSED
click,Chrome 61.0.3163.100,"Select Item Size \""Size 2\""",2017-10-14 00:51:56,2017-10-14 00:51:56,0.079s,PASSED
delay,Chrome 61.0.3163.100,,2017-10-14 00:51:56,2017-10-14 00:51:57,1.005s,PASSED
click,Chrome 61.0.3163.100,,2017-10-14 00:51:57,2017-10-14 00:51:57,0.112s,PASSED
delay,Chrome 61.0.3163.100,,2017-10-14 00:51:57,2017-10-14 00:51:58,1.003s,PASSED
click,Chrome 61.0.3163.100,"Select item Color \""Color 1\""",2017-10-14 00:51:58,2017-10-14 00:51:58,0.079s,PASSED
click,Chrome 61.0.3163.100,,2017-10-14 00:51:58,2017-10-14 00:51:59,0.165s,PASSED
click,Chrome 61.0.3163.100,,2017-10-14 00:51:59,2017-10-14 00:52:14,15.886s,FAILED
setText,Chrome 61.0.3163.100,Input Receiver Name,2017-10-14 00:52:14,2017-10-14 00:52:15,0.217s,PASSED
setText,Chrome 61.0.3163.100,Input Receiver Address,2017-10-14 00:52:15,2017-10-14 00:52:15,0.368s,PASSED
setText,Chrome 61.0.3163.100,Input Item Qty,2017-10-14 00:52:15,2017-10-14 00:52:15,0.238s,PASSED
setText,Chrome 61.0.3163.100,Input Item Description,2017-10-14 00:52:15,2017-10-14 00:52:16,0.311s,PASSED
delay,Chrome 61.0.3163.100,,2017-10-14 00:52:16,2017-10-14 00:52:17,1.003s,PASSED
click,Chrome 61.0.3163.100,Click Add Item Button,2017-10-14 00:52:17,2017-10-14 00:52:17,0.295s,PASSED
delay,Chrome 61.0.3163.100,,2017-10-14 00:52:17,2017-10-14 00:52:18,1.002s,PASSED
click,Chrome 61.0.3163.100,Click Submit Button,2017-10-14 00:52:18,2017-10-14 00:52:18,0.419s,FAILED
delay,Chrome 61.0.3163.100,,2017-10-14 00:52:18,2017-10-14 00:52:19,1.002s,PASSED
click,Chrome 61.0.3163.100,Click Cancel PopUp Button,2017-10-14 00:52:19,2017-10-14 00:52:36,16.462s,FAILED
delay,Chrome 61.0.3163.100,,2017-10-14 00:52:36,2017-10-14 00:52:37,1.003s,PASSED
click,Chrome 61.0.3163.100,Click Submit Button,2017-10-14 00:52:37,2017-10-14 00:52:37,0.125s,PASSED
delay,Chrome 61.0.3163.100,,2017-10-14 00:52:37,2017-10-14 00:52:38,1.004s,PASSED
click,Chrome 61.0.3163.100,Click Ok Button PopUp,2017-10-14 00:52:38,2017-10-14 00:52:38,0.125s,PASSED
takeScreenshot,Chrome 61.0.3163.100,,2017-10-14 00:52:38,2017-10-14 00:52:38,0.380s,PASSED
