Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
SelectRole,Chrome 60.0.3112.113,,2017-09-17 14:46:54,2017-09-17 14:47:41,47.725s,FAILED
,,,,,,
Test Cases/Login,Chrome 60.0.3112.113,,2017-09-17 14:46:54,2017-09-17 14:47:03,9.278s,PASSED
openBrowser,Chrome 60.0.3112.113,,2017-09-17 14:46:54,2017-09-17 14:46:57,3.094s,PASSED
maximizeWindow,Chrome 60.0.3112.113,,2017-09-17 14:46:57,2017-09-17 14:46:59,1.177s,PASSED
navigateToUrl,Chrome 60.0.3112.113,,2017-09-17 14:46:59,2017-09-17 14:47:03,4.000s,PASSED
setText,Chrome 60.0.3112.113,,2017-09-17 14:47:03,2017-09-17 14:47:03,0.360s,PASSED
setText,Chrome 60.0.3112.113,,2017-09-17 14:47:03,2017-09-17 14:47:03,0.166s,PASSED
click,Chrome 60.0.3112.113,,2017-09-17 14:47:03,2017-09-17 14:47:03,0.109s,PASSED
,,,,,,
Test Cases/SelectRole,Chrome 60.0.3112.113,,2017-09-17 14:47:03,2017-09-17 14:47:09,5.547s,PASSED
delay,Chrome 60.0.3112.113,,2017-09-17 14:47:03,2017-09-17 14:47:08,5.020s,PASSED
click,Chrome 60.0.3112.113,,2017-09-17 14:47:08,2017-09-17 14:47:09,0.119s,PASSED
click,Chrome 60.0.3112.113,,2017-09-17 14:47:09,2017-09-17 14:47:09,0.093s,PASSED
click,Chrome 60.0.3112.113,,2017-09-17 14:47:09,2017-09-17 14:47:09,0.149s,PASSED
,,,,,,
Test Cases/CreateMaterialRequisition,Chrome 60.0.3112.113,,2017-09-17 14:47:09,2017-09-17 14:47:40,31.402s,FAILED
delay,Chrome 60.0.3112.113,,2017-09-17 14:47:09,2017-09-17 14:47:19,10.003s,PASSED
mouseOver,Chrome 60.0.3112.113,,2017-09-17 14:47:19,2017-09-17 14:47:19,0.100s,PASSED
delay,Chrome 60.0.3112.113,,2017-09-17 14:47:19,2017-09-17 14:47:21,2.003s,PASSED
mouseOver,Chrome 60.0.3112.113,,2017-09-17 14:47:21,2017-09-17 14:47:21,0.180s,PASSED
delay,Chrome 60.0.3112.113,,2017-09-17 14:47:21,2017-09-17 14:47:23,2.003s,PASSED
mouseOver,Chrome 60.0.3112.113,,2017-09-17 14:47:23,2017-09-17 14:47:23,0.121s,PASSED
delay,Chrome 60.0.3112.113,,2017-09-17 14:47:23,2017-09-17 14:47:25,2.003s,PASSED
click,Chrome 60.0.3112.113,,2017-09-17 14:47:25,2017-09-17 14:47:26,0.138s,PASSED
waitForPageLoad,Chrome 60.0.3112.113,,2017-09-17 14:47:26,2017-09-17 14:47:26,0.035s,PASSED
click,Chrome 60.0.3112.113,,2017-09-17 14:47:26,2017-09-17 14:47:27,1.722s,PASSED
setText,Chrome 60.0.3112.113,,2017-09-17 14:47:27,2017-09-17 14:47:28,0.332s,PASSED
click,Chrome 60.0.3112.113,,2017-09-17 14:47:28,2017-09-17 14:47:28,0.097s,PASSED
setText,Chrome 60.0.3112.113,,2017-09-17 14:47:28,2017-09-17 14:47:28,0.182s,PASSED
click,Chrome 60.0.3112.113,,2017-09-17 14:47:28,2017-09-17 14:47:30,1.587s,PASSED
click,Chrome 60.0.3112.113,,2017-09-17 14:47:30,2017-09-17 14:47:30,0.117s,PASSED
setText,Chrome 60.0.3112.113,,2017-09-17 14:47:30,2017-09-17 14:47:30,0.234s,PASSED
click,Chrome 60.0.3112.113,,2017-09-17 14:47:30,2017-09-17 14:47:30,0.231s,PASSED
delay,Chrome 60.0.3112.113,,2017-09-17 14:47:30,2017-09-17 14:47:32,2.002s,PASSED
setText,Chrome 60.0.3112.113,,2017-09-17 14:47:32,2017-09-17 14:47:32,0.243s,PASSED
setText,Chrome 60.0.3112.113,,2017-09-17 14:47:32,2017-09-17 14:47:33,0.243s,PASSED
setText,Chrome 60.0.3112.113,,2017-09-17 14:47:33,2017-09-17 14:47:33,0.231s,PASSED
delay,Chrome 60.0.3112.113,,2017-09-17 14:47:33,2017-09-17 14:47:34,1.003s,PASSED
click,Chrome 60.0.3112.113,,2017-09-17 14:47:34,2017-09-17 14:47:34,0.238s,PASSED
delay,Chrome 60.0.3112.113,,2017-09-17 14:47:34,2017-09-17 14:47:35,1.002s,PASSED
click,Chrome 60.0.3112.113,,2017-09-17 14:47:35,2017-09-17 14:47:35,0.166s,PASSED
waitForAngularLoad,Chrome 60.0.3112.113,,2017-09-17 14:47:35,2017-09-17 14:47:36,1.059s,PASSED
click,Chrome 60.0.3112.113,,2017-09-17 14:47:36,2017-09-17 14:47:36,0.198s,PASSED
delay,Chrome 60.0.3112.113,,2017-09-17 14:47:36,2017-09-17 14:47:37,1.001s,PASSED
click,Chrome 60.0.3112.113,,2017-09-17 14:47:37,2017-09-17 14:47:38,0.134s,PASSED
delay,Chrome 60.0.3112.113,,2017-09-17 14:47:38,2017-09-17 14:47:40,2.003s,PASSED
click,Chrome 60.0.3112.113,,2017-09-17 14:47:40,2017-09-17 14:47:40,0.114s,PASSED
waitForAngularLoad,Chrome 60.0.3112.113,,2017-09-17 14:47:40,2017-09-17 14:47:40,0.019s,PASSED
setText,Chrome 60.0.3112.113,,2017-09-17 14:47:40,2017-09-17 14:47:40,0.475s,FAILED
