Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
TestSuite-CreateMaterialRequisition,Chrome 60.0.3112.113,,2017-09-17 18:56:03,2017-09-17 18:57:31,1m - 27.040s,FAILED
,,,,,,
Test Cases/Login,Chrome 60.0.3112.113,,2017-09-17 18:56:04,2017-09-17 18:56:12,7.950s,PASSED
openBrowser,Chrome 60.0.3112.113,,2017-09-17 18:56:04,2017-09-17 18:56:07,2.561s,PASSED
maximizeWindow,Chrome 60.0.3112.113,,2017-09-17 18:56:07,2017-09-17 18:56:08,1.135s,PASSED
navigateToUrl,Chrome 60.0.3112.113,,2017-09-17 18:56:08,2017-09-17 18:56:11,3.383s,PASSED
setText,Chrome 60.0.3112.113,,2017-09-17 18:56:11,2017-09-17 18:56:11,0.223s,PASSED
setText,Chrome 60.0.3112.113,,2017-09-17 18:56:11,2017-09-17 18:56:12,0.117s,PASSED
click,Chrome 60.0.3112.113,,2017-09-17 18:56:12,2017-09-17 18:56:12,0.151s,PASSED
,,,,,,
Test Cases/SelectRole,Chrome 60.0.3112.113,,2017-09-17 18:56:12,2017-09-17 18:56:17,5.573s,PASSED
delay,Chrome 60.0.3112.113,,2017-09-17 18:56:12,2017-09-17 18:56:17,5.019s,PASSED
click,Chrome 60.0.3112.113,,2017-09-17 18:56:17,2017-09-17 18:56:17,0.139s,PASSED
click,Chrome 60.0.3112.113,,2017-09-17 18:56:17,2017-09-17 18:56:17,0.078s,PASSED
click,Chrome 60.0.3112.113,,2017-09-17 18:56:17,2017-09-17 18:56:17,0.135s,PASSED
,,,,,,
Test Cases/CreateMaterialRequisition,Chrome 60.0.3112.113,,2017-09-17 18:56:17,2017-09-17 18:57:30,1m - 12.178s,FAILED
delay,Chrome 60.0.3112.113,Delay 1 second,2017-09-17 18:56:18,2017-09-17 18:56:28,10.006s,PASSED
mouseOver,Chrome 60.0.3112.113,Mouse Hover On Requisition Menu,2017-09-17 18:56:28,2017-09-17 18:56:28,0.100s,PASSED
delay,Chrome 60.0.3112.113,,2017-09-17 18:56:28,2017-09-17 18:56:30,2.002s,PASSED
mouseOver,Chrome 60.0.3112.113,Mouse Hover On Create Requisition Sub Menu,2017-09-17 18:56:30,2017-09-17 18:56:30,0.184s,PASSED
delay,Chrome 60.0.3112.113,,2017-09-17 18:56:30,2017-09-17 18:56:32,2.002s,PASSED
mouseOver,Chrome 60.0.3112.113,Mouse Hover On Create Material Requisition Sub Sub-Menu,2017-09-17 18:56:32,2017-09-17 18:56:32,0.112s,PASSED
delay,Chrome 60.0.3112.113,,2017-09-17 18:56:32,2017-09-17 18:56:34,2.002s,PASSED
click,Chrome 60.0.3112.113,Click On Create Material Requisition,2017-09-17 18:56:34,2017-09-17 18:56:34,0.139s,PASSED
waitForPageLoad,Chrome 60.0.3112.113,,2017-09-17 18:56:34,2017-09-17 18:56:34,0.035s,PASSED
click,Chrome 60.0.3112.113,,2017-09-17 18:56:34,2017-09-17 18:56:36,1.697s,PASSED
setText,Chrome 60.0.3112.113,,2017-09-17 18:56:36,2017-09-17 18:56:36,0.302s,PASSED
click,Chrome 60.0.3112.113,,2017-09-17 18:56:36,2017-09-17 18:56:36,0.097s,PASSED
setText,Chrome 60.0.3112.113,,2017-09-17 18:56:36,2017-09-17 18:56:36,0.174s,PASSED
click,Chrome 60.0.3112.113,,2017-09-17 18:56:36,2017-09-17 18:56:38,1.541s,PASSED
click,Chrome 60.0.3112.113,,2017-09-17 18:56:38,2017-09-17 18:56:38,0.102s,PASSED
setText,Chrome 60.0.3112.113,,2017-09-17 18:56:38,2017-09-17 18:56:38,0.199s,PASSED
click,Chrome 60.0.3112.113,,2017-09-17 18:56:38,2017-09-17 18:56:38,0.204s,PASSED
delay,Chrome 60.0.3112.113,,2017-09-17 18:56:38,2017-09-17 18:56:40,2.003s,PASSED
setText,Chrome 60.0.3112.113,,2017-09-17 18:56:40,2017-09-17 18:56:41,0.236s,PASSED
setText,Chrome 60.0.3112.113,,2017-09-17 18:56:41,2017-09-17 18:56:41,0.216s,PASSED
