Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
SelectRole,Chrome 60.0.3112.113,,2017-09-17 12:30:34,2017-09-17 12:31:01,27.040s,FAILED
,,,,,,
Test Cases/Login,Chrome 60.0.3112.113,,2017-09-17 12:30:34,2017-09-17 12:30:43,9.142s,PASSED
openBrowser,Chrome 60.0.3112.113,,2017-09-17 12:30:34,2017-09-17 12:30:37,2.631s,PASSED
maximizeWindow,Chrome 60.0.3112.113,,2017-09-17 12:30:37,2017-09-17 12:30:38,1.162s,PASSED
navigateToUrl,Chrome 60.0.3112.113,,2017-09-17 12:30:38,2017-09-17 12:30:42,4.274s,PASSED
setText,Chrome 60.0.3112.113,,2017-09-17 12:30:42,2017-09-17 12:30:43,0.369s,PASSED
setText,Chrome 60.0.3112.113,,2017-09-17 12:30:43,2017-09-17 12:30:43,0.172s,PASSED
click,Chrome 60.0.3112.113,,2017-09-17 12:30:43,2017-09-17 12:30:43,0.160s,PASSED
,,,,,,
Test Cases/SelectRole,Chrome 60.0.3112.113,,2017-09-17 12:30:43,2017-09-17 12:30:49,5.688s,PASSED
delay,Chrome 60.0.3112.113,,2017-09-17 12:30:44,2017-09-17 12:30:49,5.019s,PASSED
click,Chrome 60.0.3112.113,,2017-09-17 12:30:49,2017-09-17 12:30:49,0.150s,PASSED
click,Chrome 60.0.3112.113,,2017-09-17 12:30:49,2017-09-17 12:30:49,0.085s,PASSED
click,Chrome 60.0.3112.113,,2017-09-17 12:30:49,2017-09-17 12:30:49,0.115s,PASSED
,,,,,,
Test Cases/CreateMaterialRequisition,Chrome 60.0.3112.113,,2017-09-17 12:30:49,2017-09-17 12:31:00,10.854s,FAILED
delay,Chrome 60.0.3112.113,,2017-09-17 12:30:49,2017-09-17 12:30:59,10.002s,PASSED
mouseOver,Chrome 60.0.3112.113,,2017-09-17 12:30:59,2017-09-17 12:30:59,0.105s,PASSED
mouseOver,Chrome 60.0.3112.113,,2017-09-17 12:30:59,2017-09-17 12:30:59,0.116s,PASSED
click,Chrome 60.0.3112.113,,2017-09-17 12:30:59,2017-09-17 12:31:00,0.486s,FAILED
