Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
SelectRole,Chrome 60.0.3112.113,,2017-09-16 14:35:54,2017-09-16 14:36:09,15.696s,PASSED
,,,,,,
Test Cases/Login,Chrome 60.0.3112.113,,2017-09-16 14:35:54,2017-09-16 14:36:02,8.354s,PASSED
openBrowser,Chrome 60.0.3112.113,,2017-09-16 14:35:54,2017-09-16 14:35:57,3.022s,PASSED
maximizeWindow,Chrome 60.0.3112.113,,2017-09-16 14:35:57,2017-09-16 14:35:59,1.172s,PASSED
navigateToUrl,Chrome 60.0.3112.113,,2017-09-16 14:35:59,2017-09-16 14:36:02,3.191s,PASSED
setText,Chrome 60.0.3112.113,,2017-09-16 14:36:02,2017-09-16 14:36:02,0.334s,PASSED
setText,Chrome 60.0.3112.113,,2017-09-16 14:36:02,2017-09-16 14:36:02,0.133s,PASSED
click,Chrome 60.0.3112.113,,2017-09-16 14:36:02,2017-09-16 14:36:02,0.162s,PASSED
,,,,,,
Test Cases/SelectRole,Chrome 60.0.3112.113,,2017-09-16 14:36:02,2017-09-16 14:36:08,6.039s,PASSED
delay,Chrome 60.0.3112.113,,2017-09-16 14:36:03,2017-09-16 14:36:08,5.031s,PASSED
selectOptionByValue,Chrome 60.0.3112.113,,2017-09-16 14:36:08,2017-09-16 14:36:08,0.435s,PASSED
click,Chrome 60.0.3112.113,,2017-09-16 14:36:08,2017-09-16 14:36:08,0.091s,PASSED
