Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
TestSuite-CreateMaterialRequisition,Chrome 60.0.3112.113,,2017-09-26 19:45:18,2017-09-26 19:46:21,1m - 2.976s,PASSED
,,,,,,
Test Cases/Login,Chrome 60.0.3112.113,,2017-09-26 19:45:19,2017-09-26 19:45:27,8.242s,PASSED
openBrowser,Chrome 60.0.3112.113,,2017-09-26 19:45:19,2017-09-26 19:45:21,2.563s,PASSED
maximizeWindow,Chrome 60.0.3112.113,,2017-09-26 19:45:21,2017-09-26 19:45:23,1.153s,PASSED
navigateToUrl,Chrome 60.0.3112.113,,2017-09-26 19:45:23,2017-09-26 19:45:26,3.606s,PASSED
setText,Chrome 60.0.3112.113,,2017-09-26 19:45:26,2017-09-26 19:45:26,0.267s,PASSED
setText,Chrome 60.0.3112.113,,2017-09-26 19:45:26,2017-09-26 19:45:27,0.168s,PASSED
click,Chrome 60.0.3112.113,,2017-09-26 19:45:27,2017-09-26 19:45:27,0.139s,PASSED
,,,,,,
Test Cases/SelectRole,Chrome 60.0.3112.113,,2017-09-26 19:45:27,2017-09-26 19:45:33,6.035s,PASSED
delay,Chrome 60.0.3112.113,,2017-09-26 19:45:27,2017-09-26 19:45:32,5.020s,PASSED
takeScreenshot,Chrome 60.0.3112.113,,2017-09-26 19:45:32,2017-09-26 19:45:32,0.400s,PASSED
click,Chrome 60.0.3112.113,,2017-09-26 19:45:32,2017-09-26 19:45:33,0.194s,PASSED
click,Chrome 60.0.3112.113,,2017-09-26 19:45:33,2017-09-26 19:45:33,0.109s,PASSED
click,Chrome 60.0.3112.113,,2017-09-26 19:45:33,2017-09-26 19:45:33,0.127s,PASSED
,,,,,,
Test Cases/CreateMaterialRequisition,Chrome 60.0.3112.113,,2017-09-26 19:45:33,2017-09-26 19:46:20,47.263s,PASSED
delay,Chrome 60.0.3112.113,Delay 1 second,2017-09-26 19:45:33,2017-09-26 19:45:35,2.002s,PASSED
mouseOver,Chrome 60.0.3112.113,Mouse Hover On Requisition Menu,2017-09-26 19:45:35,2017-09-26 19:45:35,0.110s,PASSED
delay,Chrome 60.0.3112.113,,2017-09-26 19:45:35,2017-09-26 19:45:37,2.002s,PASSED
mouseOver,Chrome 60.0.3112.113,Mouse Hover On Create Requisition Sub Menu,2017-09-26 19:45:37,2017-09-26 19:45:37,0.084s,PASSED
delay,Chrome 60.0.3112.113,,2017-09-26 19:45:37,2017-09-26 19:45:39,2.002s,PASSED
mouseOver,Chrome 60.0.3112.113,Mouse Hover On Create Material Requisition Sub Sub-Menu,2017-09-26 19:45:39,2017-09-26 19:45:39,0.084s,PASSED
