Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
TestSuite-CreateMaterialRequisition,Chrome 60.0.3112.113,,2017-09-18 18:00:30,2017-09-18 18:02:01,1m - 30.808s,FAILED
,,,,,,
Test Cases/Login,Chrome 60.0.3112.113,,2017-09-18 18:00:31,2017-09-18 18:00:41,10.635s,PASSED
openBrowser,Chrome 60.0.3112.113,,2017-09-18 18:00:31,2017-09-18 18:00:34,2.949s,PASSED
maximizeWindow,Chrome 60.0.3112.113,,2017-09-18 18:00:34,2017-09-18 18:00:35,1.146s,PASSED
navigateToUrl,Chrome 60.0.3112.113,,2017-09-18 18:00:35,2017-09-18 18:00:41,5.482s,PASSED
setText,Chrome 60.0.3112.113,,2017-09-18 18:00:41,2017-09-18 18:00:41,0.303s,PASSED
setText,Chrome 60.0.3112.113,,2017-09-18 18:00:41,2017-09-18 18:00:41,0.163s,PASSED
click,Chrome 60.0.3112.113,,2017-09-18 18:00:41,2017-09-18 18:00:41,0.157s,PASSED
,,,,,,
Test Cases/SelectRole,Chrome 60.0.3112.113,,2017-09-18 18:00:41,2017-09-18 18:00:47,5.799s,PASSED
delay,Chrome 60.0.3112.113,,2017-09-18 18:00:42,2017-09-18 18:00:47,5.027s,PASSED
click,Chrome 60.0.3112.113,,2017-09-18 18:00:47,2017-09-18 18:00:47,0.136s,PASSED
click,Chrome 60.0.3112.113,,2017-09-18 18:00:47,2017-09-18 18:00:47,0.179s,PASSED
click,Chrome 60.0.3112.113,,2017-09-18 18:00:47,2017-09-18 18:00:47,0.145s,PASSED
,,,,,,
Test Cases/CreateMaterialRequisition,Chrome 60.0.3112.113,,2017-09-18 18:00:47,2017-09-18 18:02:00,1m - 12.598s,FAILED
delay,Chrome 60.0.3112.113,Delay 1 second,2017-09-18 18:00:48,2017-09-18 18:00:58,10.008s,PASSED
mouseOver,Chrome 60.0.3112.113,Mouse Hover On Requisition Menu,2017-09-18 18:00:58,2017-09-18 18:00:58,0.107s,PASSED
delay,Chrome 60.0.3112.113,,2017-09-18 18:00:58,2017-09-18 18:01:00,2.003s,PASSED
mouseOver,Chrome 60.0.3112.113,Mouse Hover On Create Requisition Sub Menu,2017-09-18 18:01:00,2017-09-18 18:01:00,0.173s,PASSED
delay,Chrome 60.0.3112.113,,2017-09-18 18:01:00,2017-09-18 18:01:02,2.002s,PASSED
mouseOver,Chrome 60.0.3112.113,Mouse Hover On Create Material Requisition Sub Sub-Menu,2017-09-18 18:01:02,2017-09-18 18:01:02,0.125s,PASSED
delay,Chrome 60.0.3112.113,,2017-09-18 18:01:02,2017-09-18 18:01:04,2.002s,PASSED
click,Chrome 60.0.3112.113,Click On Create Material Requisition,2017-09-18 18:01:04,2017-09-18 18:01:04,0.123s,PASSED
waitForPageLoad,Chrome 60.0.3112.113,,2017-09-18 18:01:04,2017-09-18 18:01:04,0.102s,PASSED
click,Chrome 60.0.3112.113,,2017-09-18 18:01:04,2017-09-18 18:01:06,1.782s,PASSED
setText,Chrome 60.0.3112.113,,2017-09-18 18:01:06,2017-09-18 18:01:07,0.583s,PASSED
click,Chrome 60.0.3112.113,,2017-09-18 18:01:07,2017-09-18 18:01:07,0.120s,PASSED
setText,Chrome 60.0.3112.113,,2017-09-18 18:01:07,2017-09-18 18:01:07,0.467s,PASSED
click,Chrome 60.0.3112.113,,2017-09-18 18:01:07,2017-09-18 18:01:08,0.917s,PASSED
click,Chrome 60.0.3112.113,,2017-09-18 18:01:08,2017-09-18 18:01:08,0.195s,PASSED
setText,Chrome 60.0.3112.113,,2017-09-18 18:01:08,2017-09-18 18:01:09,0.346s,PASSED
click,Chrome 60.0.3112.113,,2017-09-18 18:01:09,2017-09-18 18:01:09,0.314s,PASSED
delay,Chrome 60.0.3112.113,,2017-09-18 18:01:09,2017-09-18 18:01:11,2.002s,PASSED
setText,Chrome 60.0.3112.113,,2017-09-18 18:01:11,2017-09-18 18:01:11,0.326s,PASSED
setText,Chrome 60.0.3112.113,,2017-09-18 18:01:11,2017-09-18 18:01:12,0.284s,PASSED
setText,Chrome 60.0.3112.113,,2017-09-18 18:01:12,2017-09-18 18:01:12,0.269s,PASSED
delay,Chrome 60.0.3112.113,,2017-09-18 18:01:12,2017-09-18 18:01:13,1.001s,PASSED
click,Chrome 60.0.3112.113,,2017-09-18 18:01:13,2017-09-18 18:01:13,0.234s,PASSED
delay,Chrome 60.0.3112.113,,2017-09-18 18:01:13,2017-09-18 18:01:14,1.003s,PASSED
click,Chrome 60.0.3112.113,,2017-09-18 18:01:14,2017-09-18 18:01:14,0.170s,PASSED
waitForAngularLoad,Chrome 60.0.3112.113,,2017-09-18 18:01:14,2017-09-18 18:01:16,1.584s,PASSED
click,Chrome 60.0.3112.113,,2017-09-18 18:01:16,2017-09-18 18:01:16,0.217s,PASSED
delay,Chrome 60.0.3112.113,,2017-09-18 18:01:16,2017-09-18 18:01:17,1.002s,PASSED
click,Chrome 60.0.3112.113,,2017-09-18 18:01:17,2017-09-18 18:01:17,0.199s,PASSED
delay,Chrome 60.0.3112.113,,2017-09-18 18:01:17,2017-09-18 18:01:19,2.002s,PASSED
click,Chrome 60.0.3112.113,,2017-09-18 18:01:19,2017-09-18 18:01:19,0.146s,PASSED
waitForAngularLoad,Chrome 60.0.3112.113,,2017-09-18 18:01:19,2017-09-18 18:01:24,4.628s,PASSED
setText,Chrome 60.0.3112.113,,2017-09-18 18:01:24,2017-09-18 18:01:24,0.159s,PASSED
delay,Chrome 60.0.3112.113,,2017-09-18 18:01:24,2017-09-18 18:01:26,2.002s,PASSED
click,Chrome 60.0.3112.113,,2017-09-18 18:01:26,2017-09-18 18:01:26,0.145s,PASSED
delay,Chrome 60.0.3112.113,,2017-09-18 18:01:26,2017-09-18 18:01:28,2.003s,PASSED
