Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
TestSuite-CreateMaterialRequisition,Chrome 60.0.3112.113,,2017-09-17 18:10:37,2017-09-17 18:13:32,2m - 54.417s,FAILED
,,,,,,
Test Cases/Login,Chrome 60.0.3112.113,,2017-09-17 18:10:37,2017-09-17 18:10:46,8.478s,PASSED
openBrowser,Chrome 60.0.3112.113,,2017-09-17 18:10:38,2017-09-17 18:10:40,2.625s,PASSED
maximizeWindow,Chrome 60.0.3112.113,,2017-09-17 18:10:40,2017-09-17 18:10:42,1.181s,PASSED
navigateToUrl,Chrome 60.0.3112.113,,2017-09-17 18:10:42,2017-09-17 18:10:45,3.808s,PASSED
setText,Chrome 60.0.3112.113,,2017-09-17 18:10:45,2017-09-17 18:10:46,0.273s,PASSED
setText,Chrome 60.0.3112.113,,2017-09-17 18:10:46,2017-09-17 18:10:46,0.116s,PASSED
click,Chrome 60.0.3112.113,,2017-09-17 18:10:46,2017-09-17 18:10:46,0.119s,PASSED
,,,,,,
Test Cases/SelectRole,Chrome 60.0.3112.113,,2017-09-17 18:10:46,2017-09-17 18:10:52,5.544s,PASSED
delay,Chrome 60.0.3112.113,,2017-09-17 18:10:46,2017-09-17 18:10:51,5.020s,PASSED
click,Chrome 60.0.3112.113,,2017-09-17 18:10:51,2017-09-17 18:10:51,0.163s,PASSED
click,Chrome 60.0.3112.113,,2017-09-17 18:10:51,2017-09-17 18:10:51,0.099s,PASSED
click,Chrome 60.0.3112.113,,2017-09-17 18:10:51,2017-09-17 18:10:52,0.124s,PASSED
,,,,,,
Test Cases/CreateMaterialRequisition,Chrome 60.0.3112.113,,2017-09-17 18:10:52,2017-09-17 18:13:31,2m - 38.981s,FAILED
delay,Chrome 60.0.3112.113,Delay 1 second,2017-09-17 18:10:52,2017-09-17 18:11:02,10.001s,PASSED
mouseOver,Chrome 60.0.3112.113,Mouse Hover On Requisition Menu,2017-09-17 18:11:02,2017-09-17 18:11:02,0.062s,PASSED
delay,Chrome 60.0.3112.113,,2017-09-17 18:11:02,2017-09-17 18:11:04,2.002s,PASSED
mouseOver,Chrome 60.0.3112.113,Mouse Hover On Create Requisition Sub Menu,2017-09-17 18:11:04,2017-09-17 18:11:04,0.167s,PASSED
delay,Chrome 60.0.3112.113,,2017-09-17 18:11:04,2017-09-17 18:11:06,2.003s,PASSED
mouseOver,Chrome 60.0.3112.113,Mouse Hover On Create Material Requisition Sub Sub-Menu,2017-09-17 18:11:06,2017-09-17 18:11:06,0.092s,PASSED
delay,Chrome 60.0.3112.113,,2017-09-17 18:11:06,2017-09-17 18:11:08,2.002s,PASSED
click,Chrome 60.0.3112.113,Click On Create Material Requisition,2017-09-17 18:11:08,2017-09-17 18:11:08,0.104s,PASSED
waitForPageLoad,Chrome 60.0.3112.113,,2017-09-17 18:11:08,2017-09-17 18:11:08,0.053s,PASSED
click,Chrome 60.0.3112.113,,2017-09-17 18:11:08,2017-09-17 18:11:24,16.131s,FAILED
setText,Chrome 60.0.3112.113,,2017-09-17 18:11:24,2017-09-17 18:11:41,16.480s,FAILED
click,Chrome 60.0.3112.113,,2017-09-17 18:11:41,2017-09-17 18:11:57,16.078s,FAILED
setText,Chrome 60.0.3112.113,,2017-09-17 18:11:57,2017-09-17 18:12:13,15.725s,FAILED
click,Chrome 60.0.3112.113,,2017-09-17 18:12:13,2017-09-17 18:12:33,20.481s,FAILED
click,Chrome 60.0.3112.113,,2017-09-17 18:12:33,2017-09-17 18:12:33,0.096s,PASSED
setText,Chrome 60.0.3112.113,,2017-09-17 18:12:33,2017-09-17 18:12:33,0.232s,PASSED
click,Chrome 60.0.3112.113,,2017-09-17 18:12:33,2017-09-17 18:12:34,0.211s,PASSED
delay,Chrome 60.0.3112.113,,2017-09-17 18:12:34,2017-09-17 18:12:36,2.002s,PASSED
setText,Chrome 60.0.3112.113,,2017-09-17 18:12:36,2017-09-17 18:12:36,0.244s,PASSED
setText,Chrome 60.0.3112.113,,2017-09-17 18:12:36,2017-09-17 18:12:36,0.225s,PASSED
setText,Chrome 60.0.3112.113,,2017-09-17 18:12:36,2017-09-17 18:12:36,0.261s,PASSED
delay,Chrome 60.0.3112.113,,2017-09-17 18:12:36,2017-09-17 18:12:37,1.002s,PASSED
click,Chrome 60.0.3112.113,,2017-09-17 18:12:37,2017-09-17 18:12:38,0.249s,PASSED
delay,Chrome 60.0.3112.113,,2017-09-17 18:12:38,2017-09-17 18:12:39,1.002s,PASSED
click,Chrome 60.0.3112.113,,2017-09-17 18:12:39,2017-09-17 18:12:39,0.154s,PASSED
waitForAngularLoad,Chrome 60.0.3112.113,,2017-09-17 18:12:39,2017-09-17 18:12:40,1.062s,PASSED
click,Chrome 60.0.3112.113,,2017-09-17 18:12:40,2017-09-17 18:12:40,0.211s,PASSED
delay,Chrome 60.0.3112.113,,2017-09-17 18:12:40,2017-09-17 18:12:41,1.004s,PASSED
click,Chrome 60.0.3112.113,,2017-09-17 18:12:41,2017-09-17 18:12:41,0.129s,PASSED
delay,Chrome 60.0.3112.113,,2017-09-17 18:12:41,2017-09-17 18:12:43,2.002s,PASSED
click,Chrome 60.0.3112.113,,2017-09-17 18:12:43,2017-09-17 18:12:43,0.128s,PASSED
waitForAngularLoad,Chrome 60.0.3112.113,,2017-09-17 18:12:43,2017-09-17 18:12:55,11.779s,PASSED
setText,Chrome 60.0.3112.113,,2017-09-17 18:12:55,2017-09-17 18:12:55,0.159s,PASSED
delay,Chrome 60.0.3112.113,,2017-09-17 18:12:55,2017-09-17 18:12:57,2.002s,PASSED
click,Chrome 60.0.3112.113,,2017-09-17 18:12:57,2017-09-17 18:12:57,0.133s,PASSED
delay,Chrome 60.0.3112.113,,2017-09-17 18:12:57,2017-09-17 18:12:59,2.002s,PASSED
click,Chrome 60.0.3112.113,,2017-09-17 18:12:59,2017-09-17 18:13:00,0.174s,PASSED
waitForAngularLoad,Chrome 60.0.3112.113,,2017-09-17 18:13:00,2017-09-17 18:13:01,1.047s,PASSED
click,Chrome 60.0.3112.113,,2017-09-17 18:13:01,2017-09-17 18:13:01,0.099s,PASSED
delay,Chrome 60.0.3112.113,,2017-09-17 18:13:01,2017-09-17 18:13:02,1.002s,PASSED
selectOptionByValue,Chrome 60.0.3112.113,,2017-09-17 18:13:02,2017-09-17 18:13:02,0.414s,FAILED
delay,Chrome 60.0.3112.113,,2017-09-17 18:13:02,2017-09-17 18:13:03,1.002s,PASSED
click,Chrome 60.0.3112.113,,2017-09-17 18:13:03,2017-09-17 18:13:03,0.115s,PASSED
delay,Chrome 60.0.3112.113,,2017-09-17 18:13:03,2017-09-17 18:13:04,1.001s,PASSED
selectOptionByValue,Chrome 60.0.3112.113,,2017-09-17 18:13:04,2017-09-17 18:13:05,0.392s,FAILED
delay,Chrome 60.0.3112.113,,2017-09-17 18:13:05,2017-09-17 18:13:06,1.002s,PASSED
click,Chrome 60.0.3112.113,,2017-09-17 18:13:06,2017-09-17 18:13:06,0.116s,PASSED
delay,Chrome 60.0.3112.113,,2017-09-17 18:13:06,2017-09-17 18:13:07,1.000s,PASSED
selectOptionByValue,Chrome 60.0.3112.113,,2017-09-17 18:13:07,2017-09-17 18:13:07,0.406s,FAILED
setText,Chrome 60.0.3112.113,,2017-09-17 18:13:07,2017-09-17 18:13:07,0.243s,PASSED
setText,Chrome 60.0.3112.113,,2017-09-17 18:13:07,2017-09-17 18:13:08,0.370s,PASSED
setText,Chrome 60.0.3112.113,,2017-09-17 18:13:08,2017-09-17 18:13:08,0.161s,PASSED
setText,Chrome 60.0.3112.113,,2017-09-17 18:13:08,2017-09-17 18:13:08,0.223s,PASSED
delay,Chrome 60.0.3112.113,,2017-09-17 18:13:08,2017-09-17 18:13:09,1.002s,PASSED
click,Chrome 60.0.3112.113,,2017-09-17 18:13:09,2017-09-17 18:13:09,0.093s,PASSED
delay,Chrome 60.0.3112.113,,2017-09-17 18:13:09,2017-09-17 18:13:10,1.001s,PASSED
click,Chrome 60.0.3112.113,,2017-09-17 18:13:10,2017-09-17 18:13:10,0.116s,PASSED
delay,Chrome 60.0.3112.113,,2017-09-17 18:13:10,2017-09-17 18:13:11,1.002s,PASSED
click,Chrome 60.0.3112.113,,2017-09-17 18:13:11,2017-09-17 18:13:28,16.866s,FAILED
delay,Chrome 60.0.3112.113,,2017-09-17 18:13:28,2017-09-17 18:13:29,1.002s,PASSED
click,Chrome 60.0.3112.113,,2017-09-17 18:13:29,2017-09-17 18:13:29,0.135s,PASSED
delay,Chrome 60.0.3112.113,,2017-09-17 18:13:29,2017-09-17 18:13:30,1.003s,PASSED
click,Chrome 60.0.3112.113,,2017-09-17 18:13:30,2017-09-17 18:13:31,0.116s,PASSED
